trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1001,False,"{'a': 0.9, 'e': 0.36732772934619273}",20,12,14.978371273409818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.9, 'e': 0.36696040161684657}",20,4,9.298906431950272,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.9, 'e': 0.3665934412152297}",30,16,-30.590841859218756,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1004,False,"{'a': 0.9, 'e': 0.3662268477740145}",20,10,5.331645288868849,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.9, 'e': 0.3658606209262405}",20,0,-16.458006495028947,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1006,False,"{'a': 0.9, 'e': 0.36549476030531425}",25,8,28.90837353400376,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.9, 'e': 0.3651292655450089}",25,8,4.619819862895591,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1008,False,"{'a': 0.9, 'e': 0.3647641362794639}",25,0,-8.107773515027823,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1009,False,"{'a': 0.9, 'e': 0.36439937214318446}",20,0,-26.890008122782625,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1010,False,"{'a': 0.9, 'e': 0.36403497277104124}",30,20,5.727692360950404,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.9, 'e': 0.3636709377982702}",20,0,-43.781782845351906,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1012,False,"{'a': 0.9, 'e': 0.36330726686047193}",25,12,25.80481149873445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.9, 'e': 0.3629439595936115}",25,0,31.036940160565205,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1014,False,"{'a': 0.9, 'e': 0.36258101563401784}",20,0,-25.497423368764448,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1015,False,"{'a': 0.9, 'e': 0.3622184346183838}",20,1,-60.581987328471214,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1016,False,"{'a': 0.9, 'e': 0.36185621618376546}",25,12,17.81395560393908,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.9, 'e': 0.36149435996758167}",20,5,-2.87492574656794,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1018,False,"{'a': 0.9, 'e': 0.3611328656076141}",20,3,3.1991087377138463,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.9, 'e': 0.36077173274200647}",25,0,-30.108578605759238,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1020,False,"{'a': 0.9, 'e': 0.3604109610092645}",20,0,10.930513867649056,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1021,False,"{'a': 0.9, 'e': 0.3600505500482552}",20,0,-39.304465661832005,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1022,False,"{'a': 0.9, 'e': 0.359690499498207}",20,6,-0.27350563686576423,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1023,False,"{'a': 0.9, 'e': 0.3593308089987088}",20,11,14.52626414537308,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.9, 'e': 0.35897147818971004}",25,15,-15.35862442893855,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1025,False,"{'a': 0.9, 'e': 0.35861250671152034}",20,0,-34.87259980052446,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1026,False,"{'a': 0.9, 'e': 0.3582538942048088}",20,10,-15.81208357598435,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1027,False,"{'a': 0.9, 'e': 0.357895640310604}",20,12,12.423968253876868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.9, 'e': 0.3575377446702934}",20,0,-8.60401545581783,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1029,False,"{'a': 0.9, 'e': 0.35718020692562313}",20,0,-56.481228375063466,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1030,False,"{'a': 0.9, 'e': 0.3568230267186975}",20,14,-2.3849674771407208,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.9, 'e': 0.3564662036919788}",20,8,5.818366235555248,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.9, 'e': 0.35610973748828684}",20,5,17.32293244133587,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.9, 'e': 0.35575362775079855}",25,0,-47.38750763591853,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
1034,False,"{'a': 0.9, 'e': 0.35539787412304774}",20,0,20.277026996287987,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1035,False,"{'a': 0.9, 'e': 0.35504247624892465}",25,14,21.458354413869674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.9, 'e': 0.35468743377267575}",25,2,-53.08348346073414,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
1037,False,"{'a': 0.9, 'e': 0.35433274633890305}",20,0,-5.921188244151344,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1038,False,"{'a': 0.9, 'e': 0.35397841359256416}",35,19,16.46602309085891,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1039,False,"{'a': 0.9, 'e': 0.35362443517897163}",30,0,18.50065857346528,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
1040,False,"{'a': 0.9, 'e': 0.35327081074379263}",20,14,-0.7585784842021868,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.9, 'e': 0.35291753993304886}",25,0,-34.77353358915528,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
1042,False,"{'a': 0.9, 'e': 0.3525646223931158}",30,11,-17.07561489840158,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
1043,False,"{'a': 0.9, 'e': 0.3522120577707227}",20,0,8.554250983733594,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1044,False,"{'a': 0.9, 'e': 0.351859845712952}",20,0,5.202851548143452,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1045,False,"{'a': 0.9, 'e': 0.351507985867239}",25,0,-11.9553179318305,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1046,False,"{'a': 0.9, 'e': 0.3511564778813718}",20,0,-28.139335432263273,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1047,False,"{'a': 0.9, 'e': 0.3508053214034904}",25,9,-1.3211420699043535,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1048,False,"{'a': 0.9, 'e': 0.3504545160820869}",25,20,8.519341959291497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.9, 'e': 0.3501040615660048}",20,6,-38.683154131187294,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1050,False,"{'a': 0.9, 'e': 0.34975395750443883}",20,0,-33.808554397180075,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
1051,False,"{'a': 0.9, 'e': 0.34940420354693436}",20,7,-7.963935974595535,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1052,False,"{'a': 0.9, 'e': 0.34905479934338746}",30,6,-63.01047533449693,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 2}",1
1053,False,"{'a': 0.9, 'e': 0.348705744544044}",20,9,17.119985773567283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.9, 'e': 0.34835703879950003}",25,11,-9.647420575906338,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1055,False,"{'a': 0.9, 'e': 0.3480086817607005}",25,14,-35.81220912875436,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1056,False,"{'a': 0.9, 'e': 0.3476606730789398}",20,14,12.380367856681868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.9, 'e': 0.3473130124058609}",25,5,-15.819288939402037,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
1058,False,"{'a': 0.9, 'e': 0.346965699393455}",30,0,-129.24744757997422,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 3}",0
1059,False,"{'a': 0.9, 'e': 0.34661873369406154}",35,9,-21.187449241079452,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
1060,False,"{'a': 0.9, 'e': 0.34627211496036747}",25,0,4.298211223682285,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1061,False,"{'a': 0.9, 'e': 0.3459258428454071}",20,15,-14.14744675345167,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1062,False,"{'a': 0.9, 'e': 0.34557991700256174}",25,2,-6.867657305186276,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
1063,False,"{'a': 0.9, 'e': 0.3452343370855591}",20,0,-34.391563880981934,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1064,False,"{'a': 0.9, 'e': 0.34488910274847356}",20,0,9.090721570728215,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1065,False,"{'a': 0.9, 'e': 0.34454421364572513}",25,14,-3.8583202770602485,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1066,False,"{'a': 0.9, 'e': 0.34419966943207936}",30,2,-100.82820283363884,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 2}",1
1067,False,"{'a': 0.9, 'e': 0.3438554697626473}",20,5,-67.14001207340168,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
1068,False,"{'a': 0.9, 'e': 0.3435116142928847}",25,9,-61.20732448381326,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
1069,False,"{'a': 0.9, 'e': 0.34316810267859177}",25,4,-58.560676137603245,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
1070,False,"{'a': 0.9, 'e': 0.3428249345759132}",20,12,-46.70886628799242,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
1071,False,"{'a': 0.9, 'e': 0.3424821096413373}",20,9,-10.468796957538672,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1072,False,"{'a': 0.9, 'e': 0.3421396275316959}",25,0,-14.031554374954034,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1073,False,"{'a': 0.9, 'e': 0.34179748790416425}",35,20,27.388093844652346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.9, 'e': 0.34145569041626006}",20,2,-63.59434873561439,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 0}",1
1075,False,"{'a': 0.9, 'e': 0.3411142347258438}",20,0,-20.97081048940588,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1076,False,"{'a': 0.9, 'e': 0.34077312049111796}",20,0,-62.175861043898024,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1077,False,"{'a': 0.9, 'e': 0.34043234737062683}",20,0,-3.4660914854597658,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1078,False,"{'a': 0.9, 'e': 0.3400919150232562}",25,0,-24.967013512197802,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1079,False,"{'a': 0.9, 'e': 0.339751823108233}",25,0,-43.32701164228337,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1080,False,"{'a': 0.9, 'e': 0.33941207128512474}",20,1,-15.676165855598509,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
1081,False,"{'a': 0.9, 'e': 0.3390726592138396}",35,0,-18.096712862135185,"{0: 31, 1: 0, 2: 3, 3: 0, 4: 1}",0
1082,False,"{'a': 0.9, 'e': 0.33873358655462577}",20,4,22.04133963638602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.9, 'e': 0.33839485296807115}",20,12,10.043988483290425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.9, 'e': 0.3380564581151031}",20,10,19.290983586004675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.9, 'e': 0.33771840165698797}",25,12,15.488685533153404,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.9, 'e': 0.337380683255331}",30,14,17.93995701265047,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1087,False,"{'a': 0.9, 'e': 0.33704330257207565}",20,0,-37.286233076338874,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1088,False,"{'a': 0.9, 'e': 0.3367062592695036}",25,0,-32.45024044842982,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
1089,False,"{'a': 0.9, 'e': 0.3363695530102341}",20,7,17.70265145349525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.9, 'e': 0.3360331834572238}",35,5,22.147311536058695,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",1
1091,False,"{'a': 0.9, 'e': 0.3356971502737666}",20,16,8.687690123829505,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.9, 'e': 0.33536145312349286}",20,0,-34.78420393807138,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1093,False,"{'a': 0.9, 'e': 0.33502609167036934}",25,12,-13.464251429026127,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
1094,False,"{'a': 0.9, 'e': 0.334691065578699}",20,0,19.665633551832318,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1095,False,"{'a': 0.9, 'e': 0.3343563745131203}",20,2,7.141920486686548,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.9, 'e': 0.33402201813860716}",30,12,-25.225981278701315,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1097,False,"{'a': 0.9, 'e': 0.33368799612046857}",20,2,-15.927070271846445,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1098,False,"{'a': 0.9, 'e': 0.3333543081243481}",30,16,-11.612890322933598,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.9, 'e': 0.33302095381622376}",25,0,-68.06129308476461,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1100,False,"{'a': 0.9, 'e': 0.3326879328624075}",20,12,2.9274038320175872,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.9, 'e': 0.3323552449295451}",25,9,16.10536299602057,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.9, 'e': 0.3320228896846156}",20,0,-6.94744286739552,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1103,False,"{'a': 0.9, 'e': 0.3316908667949309}",20,0,-1.065911719214153,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1104,False,"{'a': 0.9, 'e': 0.331359175928136}",20,0,2.9154510164556338,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1105,False,"{'a': 0.9, 'e': 0.3310278167522079}",30,16,14.512220833094648,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1106,False,"{'a': 0.9, 'e': 0.3306967889354557}",25,0,-71.31534786542566,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
1107,False,"{'a': 0.9, 'e': 0.3303660921465202}",30,24,9.989799308246663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.9, 'e': 0.3300357260543737}",30,15,-4.051467931696301,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1109,False,"{'a': 0.9, 'e': 0.3297056903283193}",20,6,1.3398718391595543,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.9, 'e': 0.329375984637991}",30,10,16.926678644034848,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1111,False,"{'a': 0.9, 'e': 0.329046608653353}",30,13,3.7144864810391267,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1112,False,"{'a': 0.9, 'e': 0.32871756204469965}",20,0,-140.9244153884927,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
1113,False,"{'a': 0.9, 'e': 0.32838884448265493}",20,12,-0.7474914477640267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1114,False,"{'a': 0.9, 'e': 0.3280604556381723}",30,1,-1.767102721337548,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 1}",1
1115,False,"{'a': 0.9, 'e': 0.3277323951825341}",25,17,2.7281317525810316,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.9, 'e': 0.3274046627873516}",20,6,-21.647303838856985,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1117,False,"{'a': 0.9, 'e': 0.32707725812456423}",20,8,-17.83742948196414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1118,False,"{'a': 0.9, 'e': 0.3267501808664397}",25,3,12.37319440067775,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1119,False,"{'a': 0.9, 'e': 0.3264234306855732}",25,6,-23.73129109906997,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
1120,False,"{'a': 0.9, 'e': 0.32609700725488766}",25,0,15.760681451891486,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1121,False,"{'a': 0.9, 'e': 0.3257709102476328}",25,11,28.654268684628676,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.9, 'e': 0.3254451393373851}",20,11,-7.606098151162543,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1123,False,"{'a': 0.9, 'e': 0.32511969419804776}",20,0,-5.252380111678754,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1124,False,"{'a': 0.9, 'e': 0.3247945745038497}",20,8,5.754114050381851,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.9, 'e': 0.32446977992934584}",20,8,-6.473334394063035,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1126,False,"{'a': 0.9, 'e': 0.3241453101494165}",20,16,9.816068008759526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.9, 'e': 0.3238211648392671}",25,15,18.57805634204003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.9, 'e': 0.32349734367442784}",20,0,17.353140088065167,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1129,False,"{'a': 0.9, 'e': 0.3231738463307534}",35,12,21.836934827947914,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1130,False,"{'a': 0.9, 'e': 0.3228506724844226}",30,0,-4.237319277410474,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
1131,False,"{'a': 0.9, 'e': 0.32252782181193823}",30,20,14.572900859441985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.9, 'e': 0.32220529399012626}",25,0,-14.93454819760243,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1133,False,"{'a': 0.9, 'e': 0.32188308869613613}",30,8,13.772120543966365,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.9, 'e': 0.32156120560744}",25,13,12.168293957173967,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.9, 'e': 0.32123964440183256}",20,12,15.868139554731188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.9, 'e': 0.3209184047574307}",35,24,-23.89300978328843,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
1137,False,"{'a': 0.9, 'e': 0.3205974863526733}",25,10,-45.1777916605307,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
1138,False,"{'a': 0.9, 'e': 0.3202768888663206}",20,6,1.6404016215743613,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1139,False,"{'a': 0.9, 'e': 0.31995661197745434}",30,13,32.27953447958215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.9, 'e': 0.31963665536547686}",20,0,-67.55473215201464,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1141,False,"{'a': 0.9, 'e': 0.31931701871011137}",25,0,35.87512880641848,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1142,False,"{'a': 0.9, 'e': 0.3189977016914013}",20,6,-17.7899729572756,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1143,False,"{'a': 0.9, 'e': 0.3186787039897099}",35,13,28.34103408852266,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.9, 'e': 0.31836002528572016}",20,3,10.733032863963626,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.9, 'e': 0.3180416652604344}",35,23,17.517490659039915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.9, 'e': 0.31772362359517403}",20,6,18.138576705131083,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.9, 'e': 0.31740589997157886}",20,0,-30.257280211492393,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
1148,False,"{'a': 0.9, 'e': 0.3170884940716073}",20,0,-41.898580059846516,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1149,False,"{'a': 0.9, 'e': 0.31677140557753564}",25,0,-24.83692767899746,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1150,False,"{'a': 0.9, 'e': 0.3164546341719581}",20,6,-61.96900347826931,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
1151,False,"{'a': 0.9, 'e': 0.31613817953778617}",30,22,15.77892992196169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.9, 'e': 0.3158220413582484}",25,12,12.166693500266955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1153,False,"{'a': 0.9, 'e': 0.3155062193168901}",30,20,6.319997823398907,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.9, 'e': 0.31519071309757324}",30,15,24.486534627480435,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.9, 'e': 0.31487552238447564}",20,0,-37.746142444986326,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1156,False,"{'a': 0.9, 'e': 0.3145606468620912}",25,13,24.311396945287644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.9, 'e': 0.3142460862152291}",20,10,16.316789775006477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.9, 'e': 0.3139318401290139}",25,16,18.03444871180371,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.9, 'e': 0.31361790828888486}",20,0,6.438472288427489,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1160,False,"{'a': 0.9, 'e': 0.31330429038059593}",25,13,24.564085952035505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.9, 'e': 0.31299098609021536}",20,3,-26.574591506769348,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1162,False,"{'a': 0.9, 'e': 0.31267799510412514}",20,0,6.9903876513784375,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1163,False,"{'a': 0.9, 'e': 0.31236531710902105}",30,14,7.620544601110225,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1164,False,"{'a': 0.9, 'e': 0.312052951791912}",25,6,-9.625333591947483,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
1165,False,"{'a': 0.9, 'e': 0.3117408988401201}",20,6,-27.363087933265348,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1166,False,"{'a': 0.9, 'e': 0.31142915794127995}",20,13,4.109029327473408,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.9, 'e': 0.3111177287833387}",35,22,24.512649456830186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.9, 'e': 0.31080661105455537}",25,0,-19.90225803682374,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1169,False,"{'a': 0.9, 'e': 0.3104958044435008}",20,9,-4.8110653406925685,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1170,False,"{'a': 0.9, 'e': 0.3101853086390573}",20,8,2.8400329819573384,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.9, 'e': 0.3098751233304182}",25,13,20.1572114823232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.9, 'e': 0.3095652482070878}",20,4,-35.91824484493102,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
1173,False,"{'a': 0.9, 'e': 0.30925568295888073}",20,8,-32.173728515705314,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1174,False,"{'a': 0.9, 'e': 0.30894642727592186}",20,16,6.103628705195865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.9, 'e': 0.30863748084864595}",20,9,19.422749424744314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.9, 'e': 0.30832884336779726}",30,6,31.358652184991254,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.9, 'e': 0.30802051452442947}",25,19,8.34889800264098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.9, 'e': 0.3077124940099051}",20,12,8.792064163288604,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.9, 'e': 0.3074047815158951}",20,16,6.624898113075652,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.9, 'e': 0.30709737673437926}",20,0,-78.56086096244849,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
1181,False,"{'a': 0.9, 'e': 0.30679027935764486}",20,0,-30.901875296710873,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
1182,False,"{'a': 0.9, 'e': 0.3064834890782872}",20,0,-9.481236863962497,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
