trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4919,False,"{'a': 0.9, 'e': 0.00728847357597599}",30,12,29.39827023365487,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4920,False,"{'a': 0.9, 'e': 0.007281185102400014}",25,16,19.69033585436653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4921,False,"{'a': 0.9, 'e': 0.007273903917297614}",35,21,25.071869891102384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4922,False,"{'a': 0.9, 'e': 0.0072666300133803164}",20,12,13.404040507272539,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4923,False,"{'a': 0.9, 'e': 0.007259363383366936}",20,11,16.877804881846295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4924,False,"{'a': 0.9, 'e': 0.007252104019983569}",25,12,22.84431350012639,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4925,False,"{'a': 0.9, 'e': 0.007244851915963585}",20,14,12.654917286364652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4926,False,"{'a': 0.9, 'e': 0.007237607064047622}",25,0,41.72049655798825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4927,False,"{'a': 0.9, 'e': 0.007230369456983575}",25,13,21.830361721681317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4928,False,"{'a': 0.9, 'e': 0.007223139087526591}",30,19,18.022935089633435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4929,False,"{'a': 0.9, 'e': 0.007215915948439064}",20,13,12.820289963085116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4930,False,"{'a': 0.9, 'e': 0.007208700032490625}",25,18,13.739063648220263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4931,False,"{'a': 0.9, 'e': 0.007201491332458135}",20,12,14.403357932646255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4932,False,"{'a': 0.9, 'e': 0.0071942898411256765}",20,6,26.768145648564925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4933,False,"{'a': 0.9, 'e': 0.007187095551284551}",25,13,23.49941603997039,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4934,False,"{'a': 0.9, 'e': 0.007179908455733266}",25,17,13.957532672997864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4935,False,"{'a': 0.9, 'e': 0.007172728547277533}",25,18,15.592468000063784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4936,False,"{'a': 0.9, 'e': 0.007165555818730255}",25,13,24.83308058415959,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4937,False,"{'a': 0.9, 'e': 0.007158390262911525}",20,10,14.898631273145927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4938,False,"{'a': 0.9, 'e': 0.007151231872648613}",25,12,24.39694988281604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4939,False,"{'a': 0.9, 'e': 0.007144080640775965}",25,13,22.50920541674142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4940,False,"{'a': 0.9, 'e': 0.007136936560135189}",20,10,20.929235455198974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4941,False,"{'a': 0.9, 'e': 0.007129799623575054}",30,20,19.48507721194821,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4942,False,"{'a': 0.9, 'e': 0.007122669823951479}",20,11,17.317641660587324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4943,False,"{'a': 0.9, 'e': 0.007115547154127527}",25,17,14.33208970913762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4944,False,"{'a': 0.9, 'e': 0.0071084316069734}",20,16,6.419620443658876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4945,False,"{'a': 0.9, 'e': 0.007101323175366426}",25,15,22.900812193950074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4946,False,"{'a': 0.9, 'e': 0.007094221852191059}",25,13,21.998853688113396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4947,False,"{'a': 0.9, 'e': 0.007087127630338869}",25,18,12.521061007584937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4948,False,"{'a': 0.9, 'e': 0.0070800405027085294}",20,13,12.275992133330377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4949,False,"{'a': 0.9, 'e': 0.007072960462205821}",25,14,23.319356753165266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4950,False,"{'a': 0.9, 'e': 0.007065887501743615}",20,16,5.500054900895585,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4951,False,"{'a': 0.9, 'e': 0.007058821614241872}",20,16,5.70054993381982,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4952,False,"{'a': 0.9, 'e': 0.00705176279262763}",30,18,22.888988199789104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4953,False,"{'a': 0.9, 'e': 0.007044711029835002}",30,24,11.879213647051431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4954,False,"{'a': 0.9, 'e': 0.007037666318805168}",25,12,26.901488540568305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4955,False,"{'a': 0.9, 'e': 0.007030628652486362}",25,13,24.450559668289568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4956,False,"{'a': 0.9, 'e': 0.007023598023833876}",35,12,40.62345778930518,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4957,False,"{'a': 0.9, 'e': 0.007016574425810042}",20,8,10.465158267220708,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4958,False,"{'a': 0.9, 'e': 0.007009557851384232}",20,12,14.597593558010562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4959,False,"{'a': 0.9, 'e': 0.007002548293532847}",20,12,14.362982799059507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4960,False,"{'a': 0.9, 'e': 0.006995545745239314}",30,17,22.426980247333145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4961,False,"{'a': 0.9, 'e': 0.006988550199494075}",20,10,19.490074321853193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4962,False,"{'a': 0.9, 'e': 0.0069815616492945815}",25,5,34.12713133395102,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4963,False,"{'a': 0.9, 'e': 0.006974580087645287}",25,15,20.18112152967332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4964,False,"{'a': 0.9, 'e': 0.006967605507557642}",20,16,8.798659726293451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4965,False,"{'a': 0.9, 'e': 0.0069606379020500835}",30,0,45.53255554973498,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
4966,False,"{'a': 0.9, 'e': 0.006953677264148033}",20,11,16.81045866625826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4967,False,"{'a': 0.9, 'e': 0.006946723586883885}",20,10,17.136197171242834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4968,False,"{'a': 0.9, 'e': 0.0069397768632970015}",25,8,32.274466184271056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4969,False,"{'a': 0.9, 'e': 0.006932837086433705}",25,17,14.99038292384944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4970,False,"{'a': 0.9, 'e': 0.006925904249347271}",20,13,15.114828291703272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4971,False,"{'a': 0.9, 'e': 0.0069189783450979234}",20,14,13.133201318985098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4972,False,"{'a': 0.9, 'e': 0.006912059366752826}",25,16,16.965961469648832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4973,False,"{'a': 0.9, 'e': 0.0069051473073860736}",35,8,46.9462220173922,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
4974,False,"{'a': 0.9, 'e': 0.006898242160078687}",30,16,27.70828444239343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4975,False,"{'a': 0.9, 'e': 0.006891343917918609}",20,12,14.020679618102365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4976,False,"{'a': 0.9, 'e': 0.00688445257400069}",25,17,14.528089800516108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4977,False,"{'a': 0.9, 'e': 0.006877568121426689}",30,15,27.66986704585957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4978,False,"{'a': 0.9, 'e': 0.006870690553305262}",25,13,23.094130151506075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4979,False,"{'a': 0.9, 'e': 0.006863819862751957}",20,7,25.579110798159373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4980,False,"{'a': 0.9, 'e': 0.006856956042889205}",30,21,17.152639230468516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4981,False,"{'a': 0.9, 'e': 0.006850099086846316}",20,12,13.951798682287718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4982,False,"{'a': 0.9, 'e': 0.006843248987759469}",20,15,9.67340666012945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4983,False,"{'a': 0.9, 'e': 0.00683640573877171}",20,9,15.665513817103658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4984,False,"{'a': 0.9, 'e': 0.006829569333032939}",30,18,22.919215125601617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4985,False,"{'a': 0.9, 'e': 0.006822739763699906}",25,13,20.866625057570026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4986,False,"{'a': 0.9, 'e': 0.006815917023936206}",20,8,23.156129257247137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4987,False,"{'a': 0.9, 'e': 0.0068091011069122695}",35,21,23.43420430026485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4988,False,"{'a': 0.9, 'e': 0.006802292005805357}",30,14,25.462919096088978,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4989,False,"{'a': 0.9, 'e': 0.006795489713799552}",25,11,23.510708582132896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4990,False,"{'a': 0.9, 'e': 0.006788694224085752}",30,18,26.00170155029724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4991,False,"{'a': 0.9, 'e': 0.006781905529861666}",20,15,12.553304075402124,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4992,False,"{'a': 0.9, 'e': 0.006775123624331805}",30,13,33.8625242160923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4993,False,"{'a': 0.9, 'e': 0.006768348500707472}",35,21,27.495017853919517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4994,False,"{'a': 0.9, 'e': 0.006761580152206765}",20,3,30.552436961619442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4995,False,"{'a': 0.9, 'e': 0.006754818572054558}",30,0,50.54391538543848,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
4996,False,"{'a': 0.9, 'e': 0.006748063753482504}",35,19,27.628108548458084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4997,False,"{'a': 0.9, 'e': 0.006741315689729022}",25,17,13.815743841327498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4998,False,"{'a': 0.9, 'e': 0.006734574374039293}",25,19,13.171893201002401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4999,False,"{'a': 0.9, 'e': 0.0067278397996652535}",20,8,25.31792291992023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5000,False,"{'a': 0.9, 'e': 0.006721111959865588}",30,16,28.167179915377023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5001,False,"{'a': 0.9, 'e': 0.006714390847905722}",30,13,34.82635884065761,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5002,False,"{'a': 0.9, 'e': 0.006707676457057816}",25,6,29.701527566874326,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5003,False,"{'a': 0.9, 'e': 0.006700968780600759}",20,11,17.9787009237962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5004,False,"{'a': 0.9, 'e': 0.006694267811820158}",25,0,41.613514598985894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5005,False,"{'a': 0.9, 'e': 0.006687573544008338}",20,2,27.835668900495108,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5006,False,"{'a': 0.9, 'e': 0.00668088597046433}",30,13,32.001148647381164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5007,False,"{'a': 0.9, 'e': 0.006674205084493865}",20,13,13.095540163920798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5008,False,"{'a': 0.9, 'e': 0.006667530879409371}",30,19,21.891554776770732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5009,False,"{'a': 0.9, 'e': 0.006660863348529962}",20,6,24.387354415101413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5010,False,"{'a': 0.9, 'e': 0.006654202485181432}",20,11,18.795649352367533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5011,False,"{'a': 0.9, 'e': 0.006647548282696251}",20,10,17.002864251959487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5012,False,"{'a': 0.9, 'e': 0.006640900734413554}",30,15,32.37970041965406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5013,False,"{'a': 0.9, 'e': 0.0066342598336791405}",20,7,23.697794507482193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5014,False,"{'a': 0.9, 'e': 0.0066276255738454614}",25,14,20.867714469669902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5015,False,"{'a': 0.9, 'e': 0.006620997948271616}",20,10,20.116422984867455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5016,False,"{'a': 0.9, 'e': 0.006614376950323344}",30,13,32.580410854240505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5017,False,"{'a': 0.9, 'e': 0.0066077625733730215}",30,11,36.69602812786783,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5018,False,"{'a': 0.9, 'e': 0.0066011548107996485}",20,12,5.524478008843143,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
5019,False,"{'a': 0.9, 'e': 0.006594553655988849}",25,9,24.51997019854341,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5020,False,"{'a': 0.9, 'e': 0.006587959102332859}",25,19,12.802381883310566,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5021,False,"{'a': 0.9, 'e': 0.006581371143230526}",30,21,19.586268753844873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5022,False,"{'a': 0.9, 'e': 0.006574789772087296}",20,13,15.149634694299117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5023,False,"{'a': 0.9, 'e': 0.0065682149823152085}",30,19,22.623290049670718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5024,False,"{'a': 0.9, 'e': 0.006561646767332893}",35,18,33.019087033744206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5025,False,"{'a': 0.9, 'e': 0.0065550851205655606}",20,13,10.47788857742364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5026,False,"{'a': 0.9, 'e': 0.006548530035444995}",20,0,30.73920920583222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5027,False,"{'a': 0.9, 'e': 0.00654198150540955}",30,19,19.990587816711585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5028,False,"{'a': 0.9, 'e': 0.006535439523904141}",20,10,21.584512332198468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5029,False,"{'a': 0.9, 'e': 0.006528904084380237}",30,16,26.26675849632366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5030,False,"{'a': 0.9, 'e': 0.006522375180295856}",20,5,30.244321730899454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5031,False,"{'a': 0.9, 'e': 0.00651585280511556}",25,11,25.35641767869337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5032,False,"{'a': 0.9, 'e': 0.006509336952310445}",20,9,23.321304763804658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5033,False,"{'a': 0.9, 'e': 0.006502827615358134}",20,14,11.391167817301318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5034,False,"{'a': 0.9, 'e': 0.006496324787742776}",20,8,22.345075820051502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5035,False,"{'a': 0.9, 'e': 0.006489828462955033}",30,18,24.84295411609621,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5036,False,"{'a': 0.9, 'e': 0.006483338634492079}",20,14,11.522226189419937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5037,False,"{'a': 0.9, 'e': 0.006476855295857586}",20,11,17.0844791419637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5038,False,"{'a': 0.9, 'e': 0.006470378440561729}",25,11,24.66926645479922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5039,False,"{'a': 0.9, 'e': 0.006463908062121167}",25,15,17.248799080276132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5040,False,"{'a': 0.9, 'e': 0.006457444154059046}",35,22,23.59708770606968,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5041,False,"{'a': 0.9, 'e': 0.006450986709904987}",25,11,25.483589625149282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5042,False,"{'a': 0.9, 'e': 0.0064445357231950814}",20,4,26.893846254912134,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5043,False,"{'a': 0.9, 'e': 0.006438091187471887}",25,16,18.645330106729975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5044,False,"{'a': 0.9, 'e': 0.006431653096284415}",25,15,15.821006338270283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5045,False,"{'a': 0.9, 'e': 0.00642522144318813}",20,12,15.028951454050091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5046,False,"{'a': 0.9, 'e': 0.006418796221744942}",25,14,22.320477732763564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5047,False,"{'a': 0.9, 'e': 0.006412377425523198}",20,12,15.035663378561367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5048,False,"{'a': 0.9, 'e': 0.006405965048097674}",35,27,15.114173254915343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5049,False,"{'a': 0.9, 'e': 0.006399559083049577}",35,22,21.11543111636234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5050,False,"{'a': 0.9, 'e': 0.006393159523966527}",25,17,12.214114519336874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5051,False,"{'a': 0.9, 'e': 0.006386766364442561}",25,13,21.928666684071292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5052,False,"{'a': 0.9, 'e': 0.006380379598078118}",25,8,32.29220806075922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5053,False,"{'a': 0.9, 'e': 0.00637399921848004}",30,12,35.75338055109541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5054,False,"{'a': 0.9, 'e': 0.0063676252192615595}",25,13,21.38200961693028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5055,False,"{'a': 0.9, 'e': 0.006361257594042298}",20,3,26.504142681009654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5056,False,"{'a': 0.9, 'e': 0.006354896336448256}",20,0,34.360469634167245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5057,False,"{'a': 0.9, 'e': 0.006348541440111807}",20,8,22.54867262388001,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5058,False,"{'a': 0.9, 'e': 0.006342192898671695}",25,13,26.196898124248346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5059,False,"{'a': 0.9, 'e': 0.006335850705773024}",20,6,25.098214943306413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5060,False,"{'a': 0.9, 'e': 0.006329514855067251}",30,16,28.209121423727296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5061,False,"{'a': 0.9, 'e': 0.006323185340212183}",20,6,26.27645462267457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5062,False,"{'a': 0.9, 'e': 0.0063168621548719715}",20,10,20.558763954493738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5063,False,"{'a': 0.9, 'e': 0.0063105452927170996}",20,7,25.861528390821537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5064,False,"{'a': 0.9, 'e': 0.0063042347474243825}",25,10,28.69590835188083,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5065,False,"{'a': 0.9, 'e': 0.006297930512676958}",25,3,35.1510874860727,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5066,False,"{'a': 0.9, 'e': 0.006291632582164281}",20,16,8.224396140560836,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5067,False,"{'a': 0.9, 'e': 0.0062853409495821164}",20,5,29.61820342241648,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5068,False,"{'a': 0.9, 'e': 0.0062790556086325345}",30,13,30.049687181603755,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5069,False,"{'a': 0.9, 'e': 0.006272776553023902}",20,16,8.788472214317801,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5070,False,"{'a': 0.9, 'e': 0.006266503776470879}",25,14,19.731418870454487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5071,False,"{'a': 0.9, 'e': 0.006260237272694407}",20,14,10.014254997673643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5072,False,"{'a': 0.9, 'e': 0.006253977035421713}",30,15,28.409820920936948,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5073,False,"{'a': 0.9, 'e': 0.006247723058386292}",25,15,20.56947827836347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5074,False,"{'a': 0.9, 'e': 0.006241475335327905}",20,6,26.497858637455753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5075,False,"{'a': 0.9, 'e': 0.006235233859992577}",25,9,35.24301365555009,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5076,False,"{'a': 0.9, 'e': 0.0062289986261325845}",25,8,29.892371196024225,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5077,False,"{'a': 0.9, 'e': 0.006222769627506452}",25,13,23.592755516157222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5078,False,"{'a': 0.9, 'e': 0.006216546857878946}",30,19,18.999608514510474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5079,False,"{'a': 0.9, 'e': 0.0062103303110210666}",25,0,37.43846094607623,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5080,False,"{'a': 0.9, 'e': 0.006204119980710045}",20,10,20.385041118386347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5081,False,"{'a': 0.9, 'e': 0.006197915860729335}",20,14,11.265291098069683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5082,False,"{'a': 0.9, 'e': 0.006191717944868606}",20,14,12.116267746468846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5083,False,"{'a': 0.9, 'e': 0.006185526226923737}",30,22,15.901097855643108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5084,False,"{'a': 0.9, 'e': 0.006179340700696813}",25,3,-7.44722138244813,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
5085,False,"{'a': 0.9, 'e': 0.006173161359996117}",20,8,-20.12352899337469,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
5086,False,"{'a': 0.9, 'e': 0.0061669881986361206}",30,13,31.646031637116018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5087,False,"{'a': 0.9, 'e': 0.006160821210437485}",25,13,22.28231426934174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5088,False,"{'a': 0.9, 'e': 0.006154660389227047}",20,0,33.577289104747756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5089,False,"{'a': 0.9, 'e': 0.00614850572883782}",20,10,18.441105516055316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5090,False,"{'a': 0.9, 'e': 0.006142357223108982}",25,17,15.677723970927094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5091,False,"{'a': 0.9, 'e': 0.0061362148658858735}",25,15,15.936705421896287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5092,False,"{'a': 0.9, 'e': 0.006130078651019988}",20,11,16.470770794756206,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5093,False,"{'a': 0.9, 'e': 0.006123948572368967}",25,17,19.60005137439344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5094,False,"{'a': 0.9, 'e': 0.006117824623796599}",20,10,22.353462424872653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5095,False,"{'a': 0.9, 'e': 0.0061117067991728015}",20,15,9.81048055868161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5096,False,"{'a': 0.9, 'e': 0.006105595092373629}",20,13,12.326999325388112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5097,False,"{'a': 0.9, 'e': 0.006099489497281255}",30,16,24.690770858987783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5098,False,"{'a': 0.9, 'e': 0.006093390007783974}",25,11,22.79206197068737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5099,False,"{'a': 0.9, 'e': 0.00608729661777619}",25,18,12.844487933409589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5100,False,"{'a': 0.9, 'e': 0.006081209321158414}",20,10,17.773522663159575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5101,False,"{'a': 0.9, 'e': 0.0060751281118372556}",25,15,21.326224158395927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
